Partenza,Destinazione,Peso del link
Monza,Viterbo,0.0
Monza,Asti,0.0
Monza,Biella,0.0
Monza,Cusio,4182183.868196274
Monza,Torino,42057982.70775259
Monza,Cuneo,5958517.328667743
Monza,Vercelli,5397472.580889786
Monza,Savona,0.0
Monza,Genova,7154235.89227191
Monza,Imperia,0.0
Livorno,La Spezia,0.0
Livorno,Varese,0.0
Livorno,Como,0.0
Livorno,Lecco,0.0
Livorno,Sondrio,0.0
Livorno,Milano,3938784.0578692895
Livorno,Bergamo,0.0
Livorno,Brescia,0.0
Livorno,Pavia,0.0
Livorno,Lodi,0.0
Livorno,Cremona,0.0
Livorno,Mantova,0.0
Livorno,Bolzano,0.0
Livorno,Trento,0.0
Livorno,Treviso,0.0
Livorno,Gorizia,0.0
Livorno,L'Aquila,0.0
Livorno,Teramo,0.0
Livorno,Pescara,0.0
Livorno,Chieti,0.0
Livorno,Isernia,0.0
Livorno,Lecce,0.0
Livorno,Potenza,0.0
Livorno,Matera,0.0
Livorno,Sassari,0.0
Livorno,Nuoro,0.0
Livorno,Cagliari,0.0
Livorno,Oristano,0.0
Livorno,Cosenza,0.0
Livorno,Massa,0.0
Livorno,Benevento,0.0
Livorno,Caserta,0.0
Livorno,Lucca,0.0
Livorno,Vicenza,0.0
Livorno,Belluno,0.0
Livorno,Crotone,0.0
Livorno,Salerno,0.0
Livorno,Prato,0.0
Livorno,Napoli,0.0
Livorno,Avellino,0.0
Livorno,Verona,0.0
Livorno,Reggio di Calabria,0.0
Livorno,Padova,0.0
Livorno,Campobasso,0.0
Livorno,Vibo Valentia,0.0
Livorno,Arezzo,0.0
Livorno,Catanzaro,0.0
Livorno,Pistoia,0.0
Livorno,Firenze,0.0
Livorno,Monza,0.0
Livorno,Livorno,0.0
Livorno,Venezia,0.0
Livorno,Rovigo,0.0
Livorno,Pisa,4341845.767664317
Livorno,Catania,0.0
Livorno,Trieste,0.0
Livorno,Foggia,0.0
Livorno,Caltanissetta,0.0
Livorno,Bari,0.0
Livorno,Siena,0.0
Livorno,Udine,0.0
Livorno,Taranto,0.0
Livorno,Siracusa,0.0
Livorno,Enna,0.0
Livorno,Trapani,0.0
Livorno,Agrigento,0.0
Livorno,Grosseto,0.0
Livorno,Brindisi,0.0
Livorno,Ragusa,0.0
Livorno,Perugia,0.0
Livorno,Terni,0.0
Livorno,Fermo,0.0
Livorno,Messina,0.0
Livorno,Palermo,0.0
Livorno,Barletta,0.0
Livorno,Forlì,0.0
Livorno,Pordenone,0.0
Livorno,Rimini,0.0
Livorno,Parma,0.0
Livorno,Macerata,0.0
Livorno,Modena,0.0
Livorno,Latina,0.0
Livorno,Ferrara,0.0
Livorno,Bologna,0.0
Livorno,Pesaro,0.0
Livorno,Ancona,0.0
Livorno,Piacenza,0.0
Livorno,Ascoli Piceno,0.0
Livorno,Reggio nell'Emilia,0.0
Livorno,Rieti,0.0
Livorno,Roma,0.0
Livorno,Ravenna,0.0
Livorno,Frosinone,0.0
Livorno,Novara,0.0
Livorno,Alessandria,0.0
Livorno,Viterbo,0.0
Livorno,Asti,0.0
Livorno,Biella,0.0
Livorno,Cusio,0.0
Livorno,Torino,0.0
Livorno,Cuneo,0.0
Livorno,Vercelli,0.0
Livorno,Savona,0.0
Livorno,Genova,0.0
Livorno,Imperia,0.0
Venezia,La Spezia,0.0
Venezia,Varese,0.0
Venezia,Como,0.0
Venezia,Lecco,0.0
Venezia,Sondrio,0.0
Venezia,Milano,10708223.838565925
Venezia,Bergamo,7996498.935603289
Venezia,Brescia,12692413.320904946
Venezia,Pavia,0.0
Venezia,Lodi,0.0
Venezia,Cremona,0.0
Venezia,Mantova,0.0
Venezia,Bolzano,0.0
Venezia,Trento,0.0
Venezia,Treviso,38203247.71333445
Venezia,Gorizia,0.0
Venezia,L'Aquila,0.0
Venezia,Teramo,0.0
Venezia,Pescara,0.0
Venezia,Chieti,0.0
Venezia,Isernia,0.0
Venezia,Lecce,0.0
Venezia,Potenza,0.0
Venezia,Matera,0.0
Venezia,Sassari,0.0
Venezia,Nuoro,0.0
Venezia,Cagliari,0.0
Venezia,Oristano,0.0
Venezia,Cosenza,0.0
Venezia,Massa,0.0
Venezia,Benevento,0.0
Venezia,Caserta,0.0
Venezia,Lucca,0.0
Venezia,Vicenza,24801221.146799177
Venezia,Belluno,0.0
Venezia,Crotone,0.0
Venezia,Salerno,0.0
Venezia,Prato,0.0
Venezia,Napoli,0.0
Venezia,Avellino,0.0
Venezia,Verona,7177634.47497612
Venezia,Reggio di Calabria,0.0
Venezia,Padova,29436417.133596726
Venezia,Campobasso,0.0
Venezia,Vibo Valentia,0.0
Venezia,Arezzo,0.0
Venezia,Catanzaro,0.0
Venezia,Pistoia,0.0
Venezia,Firenze,0.0
Venezia,Monza,4189771.9622187256
Venezia,Livorno,0.0
Venezia,Venezia,0.0
Venezia,Rovigo,0.0
Venezia,Pisa,0.0
Venezia,Catania,0.0
Venezia,Trieste,0.0
Venezia,Foggia,0.0
Venezia,Caltanissetta,0.0
Venezia,Bari,0.0
Venezia,Siena,0.0
Venezia,Udine,5046605.286859059
Venezia,Taranto,0.0
Venezia,Siracusa,0.0
Venezia,Enna,0.0
Venezia,Trapani,0.0
Venezia,Agrigento,0.0
Venezia,Grosseto,0.0
Venezia,Brindisi,0.0
Venezia,Ragusa,0.0
Venezia,Perugia,0.0
Venezia,Terni,0.0
Venezia,Fermo,0.0
Venezia,Messina,0.0
Venezia,Palermo,0.0
Venezia,Barletta,0.0
Venezia,Forlì,0.0
Venezia,Pordenone,7015604.500176536
Venezia,Rimini,0.0
Venezia,Parma,0.0
Venezia,Macerata,0.0
Venezia,Modena,7215352.05573265
Venezia,Latina,0.0
Venezia,Ferrara,0.0
Venezia,Bologna,10856675.003668468
Venezia,Pesaro,0.0
Venezia,Ancona,0.0
Venezia,Piacenza,0.0
Venezia,Ascoli Piceno,0.0
Venezia,Reggio nell'Emilia,5790735.008211478
Venezia,Rieti,0.0
Venezia,Roma,0.0
Venezia,Ravenna,0.0
Venezia,Frosinone,0.0
Venezia,Novara,0.0
Venezia,Alessandria,0.0
Venezia,Viterbo,0.0
Venezia,Asti,0.0
Venezia,Biella,0.0
Venezia,Cusio,0.0
Venezia,Torino,7472448.718558609
Venezia,Cuneo,0.0
Venezia,Vercelli,0.0
Venezia,Savona,0.0
Venezia,Genova,0.0
Venezia,Imperia,0.0
Rovigo,La Spezia,0.0
Rovigo,Varese,0.0
Rovigo,Como,0.0
Rovigo,Lecco,0.0
Rovigo,Sondrio,0.0
Rovigo,Milano,4397148.523163152
Rovigo,Bergamo,0.0
Rovigo,Brescia,5483690.379322649
Rovigo,Pavia,0.0
Rovigo,Lodi,0.0
Rovigo,Cremona,0.0
Rovigo,Mantova,0.0
Rovigo,Bolzano,0.0
Rovigo,Trento,0.0
Rovigo,Treviso,4744937.664417409
Rovigo,Gorizia,0.0
Rovigo,L'Aquila,0.0
Rovigo,Teramo,0.0
Rovigo,Pescara,0.0
Rovigo,Chieti,0.0
Rovigo,Isernia,0.0
Rovigo,Lecce,0.0
Rovigo,Potenza,0.0
Rovigo,Matera,0.0
Rovigo,Sassari,0.0
Rovigo,Nuoro,0.0
Rovigo,Cagliari,0.0
Rovigo,Oristano,0.0
Rovigo,Cosenza,0.0
Rovigo,Massa,0.0
Rovigo,Benevento,0.0
Rovigo,Caserta,0.0
Rovigo,Lucca,0.0
Rovigo,Vicenza,9687330.88457656
Rovigo,Belluno,0.0
Rovigo,Crotone,0.0
Rovigo,Salerno,0.0
Rovigo,Prato,0.0
Rovigo,Napoli,0.0
Rovigo,Avellino,0.0
Rovigo,Verona,0.0
Rovigo,Reggio di Calabria,0.0
Rovigo,Padova,9808178.95964844
Rovigo,Campobasso,0.0
Rovigo,Vibo Valentia,0.0
Rovigo,Arezzo,0.0
Rovigo,Catanzaro,0.0
Rovigo,Pistoia,0.0
Rovigo,Firenze,0.0
Rovigo,Monza,0.0
Rovigo,Livorno,0.0
Rovigo,Venezia,0.0
Rovigo,Rovigo,0.0
Rovigo,Pisa,0.0
Rovigo,Catania,0.0
Rovigo,Trieste,0.0
Rovigo,Foggia,0.0
Rovigo,Caltanissetta,0.0
Rovigo,Bari,0.0
Rovigo,Siena,0.0
Rovigo,Udine,0.0
Rovigo,Taranto,0.0
Rovigo,Siracusa,0.0
Rovigo,Enna,0.0
Rovigo,Trapani,0.0
Rovigo,Agrigento,0.0
Rovigo,Grosseto,0.0
Rovigo,Brindisi,0.0
Rovigo,Ragusa,0.0
Rovigo,Perugia,0.0
Rovigo,Terni,0.0
Rovigo,Fermo,0.0
Rovigo,Messina,0.0
Rovigo,Palermo,0.0
Rovigo,Barletta,0.0
Rovigo,Forlì,0.0
Rovigo,Pordenone,0.0
Rovigo,Rimini,0.0
Rovigo,Parma,0.0
Rovigo,Macerata,0.0
Rovigo,Modena,4283708.576143174
Rovigo,Latina,0.0
Rovigo,Ferrara,0.0
Rovigo,Bologna,6745407.286456587
Rovigo,Pesaro,0.0
Rovigo,Ancona,0.0
Rovigo,Piacenza,0.0
Rovigo,Ascoli Piceno,0.0
Rovigo,Reggio nell'Emilia,0.0
Rovigo,Rieti,0.0
Rovigo,Roma,0.0
Rovigo,Ravenna,0.0
Rovigo,Frosinone,0.0
Rovigo,Novara,0.0
Rovigo,Alessandria,0.0
Rovigo,Viterbo,0.0
Rovigo,Asti,0.0
Rovigo,Biella,0.0
Rovigo,Cusio,0.0
Rovigo,Torino,0.0
Rovigo,Cuneo,0.0
Rovigo,Vercelli,0.0
Rovigo,Savona,0.0
Rovigo,Genova,0.0
Rovigo,Imperia,0.0
Pisa,La Spezia,0.0
Pisa,Varese,0.0
Pisa,Como,0.0
Pisa,Lecco,0.0
Pisa,Sondrio,0.0
Pisa,Milano,6270056.920396261
Pisa,Bergamo,3817954.645357388
Pisa,Brescia,5352572.580638555
Pisa,Pavia,0.0
Pisa,Lodi,0.0
Pisa,Cremona,0.0
Pisa,Mantova,0.0
Pisa,Bolzano,0.0
Pisa,Trento,0.0
Pisa,Treviso,0.0
Pisa,Gorizia,0.0
Pisa,L'Aquila,0.0
Pisa,Teramo,0.0
Pisa,Pescara,0.0
Pisa,Chieti,0.0
Pisa,Isernia,0.0
Pisa,Lecce,0.0
Pisa,Potenza,0.0
Pisa,Matera,0.0
Pisa,Sassari,0.0
Pisa,Nuoro,0.0
Pisa,Cagliari,0.0
Pisa,Oristano,0.0
Pisa,Cosenza,0.0
Pisa,Massa,0.0
Pisa,Benevento,0.0
Pisa,Caserta,0.0
Pisa,Lucca,7337928.608243622
Pisa,Vicenza,0.0
Pisa,Belluno,0.0
Pisa,Crotone,0.0
Pisa,Salerno,0.0
Pisa,Prato,0.0
Pisa,Napoli,0.0
Pisa,Avellino,0.0
Pisa,Verona,0.0
Pisa,Reggio di Calabria,0.0
Pisa,Padova,0.0
Pisa,Campobasso,0.0
Pisa,Vibo Valentia,0.0
Pisa,Arezzo,0.0
Pisa,Catanzaro,0.0
Pisa,Pistoia,0.0
Pisa,Firenze,4665573.93392919
Pisa,Monza,0.0
Pisa,Livorno,4341845.767664317
Pisa,Venezia,0.0
Pisa,Rovigo,0.0
Pisa,Pisa,0.0
Pisa,Catania,0.0
Pisa,Trieste,0.0
Pisa,Foggia,0.0
Pisa,Caltanissetta,0.0
Pisa,Bari,0.0
Pisa,Siena,0.0
Pisa,Udine,0.0
Pisa,Taranto,0.0
Pisa,Siracusa,0.0
Pisa,Enna,0.0
Pisa,Trapani,0.0
Pisa,Agrigento,0.0
Pisa,Grosseto,0.0
Pisa,Brindisi,0.0
Pisa,Ragusa,0.0
Pisa,Perugia,0.0
Pisa,Terni,0.0
Pisa,Fermo,0.0
Pisa,Messina,0.0
Pisa,Palermo,0.0
Pisa,Barletta,0.0
Pisa,Forlì,0.0
Pisa,Pordenone,0.0
Pisa,Rimini,0.0
Pisa,Parma,0.0
Pisa,Macerata,0.0
Pisa,Modena,4727417.066420279
Pisa,Latina,0.0
Pisa,Ferrara,0.0
Pisa,Bologna,6388712.75584871
Pisa,Pesaro,0.0
Pisa,Ancona,0.0
Pisa,Piacenza,0.0
Pisa,Ascoli Piceno,0.0
Pisa,Reggio nell'Emilia,4256111.9702170575
Pisa,Rieti,0.0
Pisa,Roma,0.0
Pisa,Ravenna,0.0
Pisa,Frosinone,0.0
Pisa,Novara,0.0
Pisa,Alessandria,0.0
Pisa,Viterbo,0.0
Pisa,Asti,0.0
Pisa,Biella,0.0
Pisa,Cusio,0.0
Pisa,Torino,5370761.2237902265
Pisa,Cuneo,0.0
Pisa,Vercelli,0.0
Pisa,Savona,0.0
Pisa,Genova,0.0
Pisa,Imperia,0.0
Catania,La Spezia,0.0
Catania,Varese,0.0
Catania,Como,0.0
Catania,Lecco,0.0
Catania,Sondrio,0.0
Catania,Milano,0.0
Catania,Bergamo,0.0
Catania,Brescia,0.0
Catania,Pavia,0.0
Catania,Lodi,0.0
Catania,Cremona,0.0
Catania,Mantova,0.0
Catania,Bolzano,0.0
Catania,Trento,0.0
Catania,Treviso,0.0
Catania,Gorizia,0.0
Catania,L'Aquila,0.0
Catania,Teramo,0.0
Catania,Pescara,0.0
Catania,Chieti,0.0
Catania,Isernia,0.0
Catania,Lecce,0.0
Catania,Potenza,0.0
Catania,Matera,0.0
Catania,Sassari,0.0
Catania,Nuoro,0.0
Catania,Cagliari,0.0
Catania,Oristano,0.0
Catania,Cosenza,0.0
Catania,Massa,0.0
Catania,Benevento,0.0
Catania,Caserta,0.0
Catania,Lucca,0.0
Catania,Vicenza,0.0
Catania,Belluno,0.0
Catania,Crotone,0.0
Catania,Salerno,0.0
Catania,Prato,0.0
Catania,Napoli,0.0
Catania,Avellino,0.0
Catania,Verona,0.0
Catania,Reggio di Calabria,0.0
Catania,Padova,0.0
Catania,Campobasso,0.0
Catania,Vibo Valentia,0.0
Catania,Arezzo,0.0
Catania,Catanzaro,0.0
Catania,Pistoia,0.0
Catania,Firenze,0.0
Catania,Monza,0.0
Catania,Livorno,0.0
Catania,Venezia,0.0
Catania,Rovigo,0.0
Catania,Pisa,0.0
Catania,Catania,0.0
Catania,Trieste,0.0
Catania,Foggia,0.0
Catania,Caltanissetta,0.0
Catania,Bari,0.0
Catania,Siena,0.0
Catania,Udine,0.0
Catania,Taranto,0.0
Catania,Siracusa,0.0
Catania,Enna,0.0
Catania,Trapani,0.0
Catania,Agrigento,0.0
Catania,Grosseto,0.0
Catania,Brindisi,0.0
Catania,Ragusa,0.0
Catania,Perugia,0.0
Catania,Terni,0.0
Catania,Fermo,0.0
Catania,Messina,0.0
Catania,Palermo,0.0
Catania,Barletta,0.0
Catania,Forlì,0.0
Catania,Pordenone,0.0
Catania,Rimini,0.0
Catania,Parma,0.0
Catania,Macerata,0.0
Catania,Modena,0.0
Catania,Latina,0.0
Catania,Ferrara,0.0
Catania,Bologna,0.0
Catania,Pesaro,0.0
Catania,Ancona,0.0
Catania,Piacenza,0.0
Catania,Ascoli Piceno,0.0
Catania,Reggio nell'Emilia,0.0
Catania,Rieti,0.0
Catania,Roma,0.0
Catania,Ravenna,0.0
Catania,Frosinone,0.0
Catania,Novara,0.0
Catania,Alessandria,0.0
Catania,Viterbo,0.0
Catania,Asti,0.0
Catania,Biella,0.0
Catania,Cusio,0.0
Catania,Torino,0.0
Catania,Cuneo,0.0
Catania,Vercelli,0.0
Catania,Savona,0.0
Catania,Genova,0.0
Catania,Imperia,0.0
Trieste,La Spezia,0.0
Trieste,Varese,0.0
Trieste,Como,0.0
Trieste,Lecco,0.0
Trieste,Sondrio,0.0
Trieste,Milano,0.0
Trieste,Bergamo,0.0
Trieste,Brescia,0.0
Trieste,Pavia,0.0
Trieste,Lodi,0.0
Trieste,Cremona,0.0
Trieste,Mantova,0.0
Trieste,Bolzano,0.0
Trieste,Trento,0.0
Trieste,Treviso,0.0
Trieste,Gorizia,0.0
Trieste,L'Aquila,0.0
Trieste,Teramo,0.0
Trieste,Pescara,0.0
Trieste,Chieti,0.0
Trieste,Isernia,0.0
Trieste,Lecce,0.0
Trieste,Potenza,0.0
Trieste,Matera,0.0
Trieste,Sassari,0.0
Trieste,Nuoro,0.0
Trieste,Cagliari,0.0
Trieste,Oristano,0.0
Trieste,Cosenza,0.0
Trieste,Massa,0.0
Trieste,Benevento,0.0
Trieste,Caserta,0.0
Trieste,Lucca,0.0
Trieste,Vicenza,0.0
Trieste,Belluno,0.0
Trieste,Crotone,0.0
Trieste,Salerno,0.0
Trieste,Prato,0.0
Trieste,Napoli,0.0
Trieste,Avellino,0.0
Trieste,Verona,0.0
Trieste,Reggio di Calabria,0.0
Trieste,Padova,0.0
Trieste,Campobasso,0.0
Trieste,Vibo Valentia,0.0
Trieste,Arezzo,0.0
Trieste,Catanzaro,0.0
Trieste,Pistoia,0.0
Trieste,Firenze,0.0
Trieste,Monza,0.0
Trieste,Livorno,0.0
Trieste,Venezia,0.0
Trieste,Rovigo,0.0
Trieste,Pisa,0.0
Trieste,Catania,0.0
Trieste,Trieste,0.0
Trieste,Foggia,0.0
Trieste,Caltanissetta,0.0
Trieste,Bari,0.0
Trieste,Siena,0.0
Trieste,Udine,0.0
Trieste,Taranto,0.0
Trieste,Siracusa,0.0
Trieste,Enna,0.0
Trieste,Trapani,0.0
Trieste,Agrigento,0.0
Trieste,Grosseto,0.0
Trieste,Brindisi,0.0
Trieste,Ragusa,0.0
Trieste,Perugia,0.0
Trieste,Terni,0.0
Trieste,Fermo,0.0
Trieste,Messina,0.0
Trieste,Palermo,0.0
Trieste,Barletta,0.0
Trieste,Forlì,0.0
Trieste,Pordenone,0.0
Trieste,Rimini,0.0
Trieste,Parma,0.0
Trieste,Macerata,0.0
Trieste,Modena,0.0
Trieste,Latina,0.0
Trieste,Ferrara,0.0
Trieste,Bologna,0.0
Trieste,Pesaro,0.0
Trieste,Ancona,0.0
Trieste,Piacenza,0.0
Trieste,Ascoli Piceno,0.0
Trieste,Reggio nell'Emilia,0.0
Trieste,Rieti,0.0
Trieste,Roma,0.0
Trieste,Ravenna,0.0
Trieste,Frosinone,0.0
Trieste,Novara,0.0
Trieste,Alessandria,0.0
Trieste,Viterbo,0.0
Trieste,Asti,0.0
Trieste,Biella,0.0
Trieste,Cusio,0.0
Trieste,Torino,0.0
Trieste,Cuneo,0.0
Trieste,Vercelli,0.0
Trieste,Savona,0.0
Trieste,Genova,0.0
Trieste,Imperia,0.0
Foggia,La Spezia,0.0
Foggia,Varese,0.0
Foggia,Como,0.0
Foggia,Lecco,0.0
Foggia,Sondrio,0.0
Foggia,Milano,0.0
Foggia,Bergamo,0.0
Foggia,Brescia,0.0
Foggia,Pavia,0.0
Foggia,Lodi,0.0
Foggia,Cremona,0.0
Foggia,Mantova,0.0
Foggia,Bolzano,0.0
Foggia,Trento,0.0
Foggia,Treviso,0.0
Foggia,Gorizia,0.0
Foggia,L'Aquila,0.0
Foggia,Teramo,0.0
Foggia,Pescara,0.0
Foggia,Chieti,0.0
Foggia,Isernia,0.0
Foggia,Lecce,0.0
Foggia,Potenza,0.0
Foggia,Matera,0.0
Foggia,Sassari,0.0
Foggia,Nuoro,0.0
Foggia,Cagliari,0.0
Foggia,Oristano,0.0
Foggia,Cosenza,0.0
Foggia,Massa,0.0
Foggia,Benevento,0.0
Foggia,Caserta,0.0
Foggia,Lucca,0.0
Foggia,Vicenza,0.0
Foggia,Belluno,0.0
Foggia,Crotone,0.0
Foggia,Salerno,0.0
Foggia,Prato,0.0
Foggia,Napoli,0.0
Foggia,Avellino,0.0
Foggia,Verona,0.0
Foggia,Reggio di Calabria,0.0
Foggia,Padova,0.0
Foggia,Campobasso,0.0
Foggia,Vibo Valentia,0.0
Foggia,Arezzo,0.0
Foggia,Catanzaro,0.0
Foggia,Pistoia,0.0
Foggia,Firenze,0.0
Foggia,Monza,0.0
Foggia,Livorno,0.0
Foggia,Venezia,0.0
Foggia,Rovigo,0.0
Foggia,Pisa,0.0
Foggia,Catania,0.0
Foggia,Trieste,0.0
Foggia,Foggia,0.0
Foggia,Caltanissetta,0.0
Foggia,Bari,0.0
Foggia,Siena,0.0
Foggia,Udine,0.0
Foggia,Taranto,0.0
Foggia,Siracusa,0.0
Foggia,Enna,0.0
Foggia,Trapani,0.0
Foggia,Agrigento,0.0
Foggia,Grosseto,0.0
Foggia,Brindisi,0.0
Foggia,Ragusa,0.0
Foggia,Perugia,0.0
Foggia,Terni,0.0
Foggia,Fermo,0.0
Foggia,Messina,0.0
Foggia,Palermo,0.0
Foggia,Barletta,0.0
Foggia,Forlì,0.0
Foggia,Pordenone,0.0
Foggia,Rimini,0.0
Foggia,Parma,0.0
Foggia,Macerata,0.0
Foggia,Modena,0.0
Foggia,Latina,0.0
Foggia,Ferrara,0.0
Foggia,Bologna,0.0
Foggia,Pesaro,0.0
Foggia,Ancona,0.0
Foggia,Piacenza,0.0
Foggia,Ascoli Piceno,0.0
Foggia,Reggio nell'Emilia,0.0
Foggia,Rieti,0.0
Foggia,Roma,0.0
Foggia,Ravenna,0.0
Foggia,Frosinone,0.0
Foggia,Novara,0.0
Foggia,Alessandria,0.0
Foggia,Viterbo,0.0
Foggia,Asti,0.0
Foggia,Biella,0.0
Foggia,Cusio,0.0
Foggia,Torino,0.0
Foggia,Cuneo,0.0
Foggia,Vercelli,0.0
Foggia,Savona,0.0
Foggia,Genova,0.0
Foggia,Imperia,0.0
Caltanissetta,La Spezia,0.0
Caltanissetta,Varese,0.0
Caltanissetta,Como,0.0
Caltanissetta,Lecco,0.0
Caltanissetta,Sondrio,0.0
Caltanissetta,Milano,0.0
Caltanissetta,Bergamo,0.0
Caltanissetta,Brescia,0.0
Caltanissetta,Pavia,0.0
Caltanissetta,Lodi,0.0
Caltanissetta,Cremona,0.0
Caltanissetta,Mantova,0.0
Caltanissetta,Bolzano,0.0
Caltanissetta,Trento,0.0
Caltanissetta,Treviso,0.0
Caltanissetta,Gorizia,0.0
Caltanissetta,L'Aquila,0.0
Caltanissetta,Teramo,0.0
Caltanissetta,Pescara,0.0
Caltanissetta,Chieti,0.0
Caltanissetta,Isernia,0.0
Caltanissetta,Lecce,0.0
Caltanissetta,Potenza,0.0
Caltanissetta,Matera,0.0
Caltanissetta,Sassari,0.0
Caltanissetta,Nuoro,0.0
Caltanissetta,Cagliari,0.0
Caltanissetta,Oristano,0.0
Caltanissetta,Cosenza,0.0
Caltanissetta,Massa,0.0
Caltanissetta,Benevento,0.0
Caltanissetta,Caserta,0.0
Caltanissetta,Lucca,0.0
Caltanissetta,Vicenza,0.0
Caltanissetta,Belluno,0.0
Caltanissetta,Crotone,0.0
Caltanissetta,Salerno,0.0
Caltanissetta,Prato,0.0
Caltanissetta,Napoli,0.0
Caltanissetta,Avellino,0.0
Caltanissetta,Verona,0.0
Caltanissetta,Reggio di Calabria,0.0
Caltanissetta,Padova,0.0
Caltanissetta,Campobasso,0.0
Caltanissetta,Vibo Valentia,0.0
Caltanissetta,Arezzo,0.0
Caltanissetta,Catanzaro,0.0
Caltanissetta,Pistoia,0.0
Caltanissetta,Firenze,0.0
Caltanissetta,Monza,0.0
Caltanissetta,Livorno,0.0
Caltanissetta,Venezia,0.0
Caltanissetta,Rovigo,0.0
Caltanissetta,Pisa,0.0
Caltanissetta,Catania,0.0
Caltanissetta,Trieste,0.0
Caltanissetta,Foggia,0.0
Caltanissetta,Caltanissetta,0.0
Caltanissetta,Bari,0.0
Caltanissetta,Siena,0.0
Caltanissetta,Udine,0.0
Caltanissetta,Taranto,0.0
Caltanissetta,Siracusa,0.0
Caltanissetta,Enna,0.0
Caltanissetta,Trapani,0.0
Caltanissetta,Agrigento,0.0
Caltanissetta,Grosseto,0.0
Caltanissetta,Brindisi,0.0
Caltanissetta,Ragusa,0.0
Caltanissetta,Perugia,0.0
Caltanissetta,Terni,0.0
Caltanissetta,Fermo,0.0
Caltanissetta,Messina,0.0
Caltanissetta,Palermo,0.0
Caltanissetta,Barletta,0.0
Caltanissetta,Forlì,0.0
Caltanissetta,Pordenone,0.0
Caltanissetta,Rimini,0.0
Caltanissetta,Parma,0.0
Caltanissetta,Macerata,0.0
Caltanissetta,Modena,0.0
Caltanissetta,Latina,0.0
Caltanissetta,Ferrara,0.0
Caltanissetta,Bologna,0.0
Caltanissetta,Pesaro,0.0
Caltanissetta,Ancona,0.0
Caltanissetta,Piacenza,0.0
Caltanissetta,Ascoli Piceno,0.0
Caltanissetta,Reggio nell'Emilia,0.0
Caltanissetta,Rieti,0.0
Caltanissetta,Roma,0.0
Caltanissetta,Ravenna,0.0
Caltanissetta,Frosinone,0.0
Caltanissetta,Novara,0.0
Caltanissetta,Alessandria,0.0
Caltanissetta,Viterbo,0.0
Caltanissetta,Asti,0.0
Caltanissetta,Biella,0.0
Caltanissetta,Cusio,0.0
Caltanissetta,Torino,0.0
Caltanissetta,Cuneo,0.0
Caltanissetta,Vercelli,0.0
Caltanissetta,Savona,0.0
Caltanissetta,Genova,0.0
Caltanissetta,Imperia,0.0
Bari,La Spezia,0.0
Bari,Varese,0.0
Bari,Como,0.0
Bari,Lecco,0.0
Bari,Sondrio,0.0
Bari,Milano,0.0
Bari,Bergamo,0.0
Bari,Brescia,0.0
Bari,Pavia,0.0
Bari,Lodi,0.0
Bari,Cremona,0.0
Bari,Mantova,0.0
Bari,Bolzano,0.0
Bari,Trento,0.0
Bari,Treviso,0.0
Bari,Gorizia,0.0
Bari,L'Aquila,0.0
Bari,Teramo,0.0
Bari,Pescara,0.0
Bari,Chieti,0.0
Bari,Isernia,0.0
Bari,Lecce,0.0
Bari,Potenza,0.0
Bari,Matera,0.0
Bari,Sassari,0.0
Bari,Nuoro,0.0
Bari,Cagliari,0.0
Bari,Oristano,0.0
Bari,Cosenza,0.0
Bari,Massa,0.0
Bari,Benevento,0.0
Bari,Caserta,0.0
Bari,Lucca,0.0
Bari,Vicenza,0.0
Bari,Belluno,0.0
Bari,Crotone,0.0
Bari,Salerno,0.0
Bari,Prato,0.0
Bari,Napoli,0.0
Bari,Avellino,0.0
Bari,Verona,0.0
Bari,Reggio di Calabria,0.0
Bari,Padova,0.0
Bari,Campobasso,0.0
Bari,Vibo Valentia,0.0
Bari,Arezzo,0.0
Bari,Catanzaro,0.0
Bari,Pistoia,0.0
Bari,Firenze,0.0
Bari,Monza,0.0
Bari,Livorno,0.0
Bari,Venezia,0.0
Bari,Rovigo,0.0
Bari,Pisa,0.0
Bari,Catania,0.0
Bari,Trieste,0.0
Bari,Foggia,0.0
Bari,Caltanissetta,0.0
Bari,Bari,0.0
Bari,Siena,0.0
Bari,Udine,0.0
Bari,Taranto,0.0
Bari,Siracusa,0.0
Bari,Enna,0.0
Bari,Trapani,0.0
Bari,Agrigento,0.0
Bari,Grosseto,0.0
Bari,Brindisi,0.0
Bari,Ragusa,0.0
Bari,Perugia,0.0
Bari,Terni,0.0
Bari,Fermo,0.0
Bari,Messina,0.0
Bari,Palermo,0.0
Bari,Barletta,0.0
Bari,Forlì,0.0
Bari,Pordenone,0.0
Bari,Rimini,0.0
Bari,Parma,0.0
Bari,Macerata,0.0
Bari,Modena,0.0
Bari,Latina,0.0
Bari,Ferrara,0.0
Bari,Bologna,0.0
Bari,Pesaro,0.0
Bari,Ancona,0.0
Bari,Piacenza,0.0
Bari,Ascoli Piceno,0.0
Bari,Reggio nell'Emilia,0.0
Bari,Rieti,0.0
Bari,Roma,0.0
Bari,Ravenna,0.0
Bari,Frosinone,0.0
Bari,Novara,0.0
Bari,Alessandria,0.0
Bari,Viterbo,0.0
Bari,Asti,0.0
Bari,Biella,0.0
Bari,Cusio,0.0
Bari,Torino,0.0
Bari,Cuneo,0.0
Bari,Vercelli,0.0
Bari,Savona,0.0
Bari,Genova,0.0
Bari,Imperia,0.0
